codigo_cnae,atividade,natureza_juridica,total_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariado,salario_outras_rem
61.4,Operadoras de televisão por assinatura,Administração pública,,,,
61.4,Operadoras de televisão por assinatura,Entidades empresariais,224,5259,4967,330128.299
61.4,Operadoras de televisão por assinatura,Entidades sem fins lucrativos,3,8,8,314.353
61.9,Outras atividades de telecomunicações,Total,7735,90839,80034,2601993.773
61.9,Outras atividades de telecomunicações,Administração pública,,,,
61.9,Outras atividades de telecomunicações,Entidades empresariais,7730,90810,80012,2601449.649
61.9,Outras atividades de telecomunicações,Entidades sem fins lucrativos,5,29,22,544.124
62,Atividades dos serviços de tecnologia da informação,Total,78854,545275,428331,30481804.805
62,Atividades dos serviços de tecnologia da informação,Administração pública,3,27,27,882.933
62,Atividades dos serviços de tecnologia da informação,Entidades empresariais,78783,542367,425482,30249082.662
62,Atividades dos serviços de tecnologia da informação,Entidades sem fins lucrativos,68,2881,2822,231839.21
62.0,Atividades dos serviços de tecnologia da informação,Total,78854,545275,428331,30481804.805
62.0,Atividades dos serviços de tecnologia da informação,Administração pública,3,27,27,882.933
62.0,Atividades dos serviços de tecnologia da informação,Entidades empresariais,78783,542367,425482,30249082.662
62.0,Atividades dos serviços de tecnologia da informação,Entidades sem fins lucrativos,68,2881,2822,231839.21
63,Atividades de prestação de serviços de informação,Total,27891,157463,117661,7902740.266
63,Atividades de prestação de serviços de informação,Administração pública,1,,,
63,Atividades de prestação de serviços de informação,Entidades empresariais,27862,157078,117293,7875143.956
63,Atividades de prestação de serviços de informação,Entidades sem fins lucrativos,28,,,
63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",Total,21678,138370,107101,7496829.307
63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",Administração pública,1,,,
63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",Entidades empresariais,21669,138118,106854,7475424.623
63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",Entidades sem fins lucrativos,8,,,
63.9,Outras atividades de prestação de serviços de informação,Total,6213,19093,10560,405910.959
63.9,Outras atividades de prestação de serviços de informação,Administração pública,,,,
63.9,Outras atividades de prestação de serviços de informação,Entidades empresariais,6193,18960,10439,399719.333
63.9,Outras atividades de prestação de serviços de informação,Entidades sem fins lucrativos,20,133,121,6191.626
K,"Atividades financeiras, de seguros e serviços relacionados",Total,133458,1309095,1108928,86498243.335
K,"Atividades financeiras, de seguros e serviços relacionados",Administração pública,17,4640,4640,1300111.177
K,"Atividades financeiras, de seguros e serviços relacionados",Entidades empresariais,132556,1275157,1075579,83261814.731
K,"Atividades financeiras, de seguros e serviços relacionados",Entidades sem fins lucrativos,885,29298,28709,1936317.427
64,Atividades de serviços financeiros,Total,83307,832215,713545,63483134.954
64,Atividades de serviços financeiros,Administração pública,9,4263,4263,1260304.578
64,Atividades de serviços financeiros,Entidades empresariais,83208,825000,706381,61943390.673
64,Atividades de serviços financeiros,Entidades sem fins lucrativos,90,2952,2901,279439.703
64.1,Banco central,Total,1,,,
64.1,Banco central,Administração pública,1,,,
64.1,Banco central,Entidades empresariais,,,,
64.1,Banco central,Entidades sem fins lucrativos,,,,
64.2,Intermediação monetária - depósitos à vista,Total,1165,625027,616564,54098235.126
64.2,Intermediação monetária - depósitos à vista,Administração pública,,,,
64.2,Intermediação monetária - depósitos à vista,Entidades empresariais,1162,625023,616561,54098173.878
64.2,Intermediação monetária - depósitos à vista,Entidades sem fins lucrativos,3,4,3,61.248
64.3,Intermediação não-monetária - outros instrumentos de captação,Total,419,23056,22610,3354029.341
64.3,Intermediação não-monetária - outros instrumentos de captação,Administração pública,4,,,
64.3,Intermediação não-monetária - outros instrumentos de captação,Entidades empresariais,369,20611,20199,3094067.663
64.3,Intermediação não-monetária - outros instrumentos de captação,Entidades sem fins lucrativos,46,,,
64.4,Arrendamento mercantil,Total,32,,,
64.4,Arrendamento mercantil,Administração pública,,,,
64.4,Arrendamento mercantil,Entidades empresariais,32,,,
64.4,Arrendamento mercantil,Entidades sem fins lucrativos,,,,
64.5,Sociedades de capitalização,Total,24,1333,1293,104175.062
64.5,Sociedades de capitalização,Administração pública,,,,
64.5,Sociedades de capitalização,Entidades empresariais,24,1333,1293,104175.062
64.5,Sociedades de capitalização,Entidades sem fins lucrativos,,,,
64.6,Atividades de sociedades de participação,Total,63309,145244,47274,3522076.765
64.6,Atividades de sociedades de participação,Administração pública,,,,
64.6,Atividades de sociedades de participação,Entidades empresariais,63307,,,
64.6,Atividades de sociedades de participação,Entidades sem fins lucrativos,2,,,
64.7,Fundos de investimento,Total,10990,1551,21,1353.064
64.7,Fundos de investimento,Administração pública,,,,
64.7,Fundos de investimento,Entidades empresariais,10988,,,
64.7,Fundos de investimento,Entidades sem fins lucrativos,2,,,
64.9,Atividades de serviços financeiros não especificadas anteriormente,Total,7367,32105,21921,1118736.614
64.9,Atividades de serviços financeiros não especificadas anteriormente,Administração pública,4,630,630,10729.208
64.9,Atividades de serviços financeiros não especificadas anteriormente,Entidades empresariais,7326,30932,20763,1086584.784
64.9,Atividades de serviços financeiros não especificadas anteriormente,Entidades sem fins lucrativos,37,543,528,21422.622
65,"Seguros, resseguros, previdência complementar e planos de saúde",Total,2374,262620,256456,12827265.787
65,"Seguros, resseguros, previdência complementar e planos de saúde",Administração pública,5,377,377,39806.599
65,"Seguros, resseguros, previdência complementar e planos de saúde",Entidades empresariais,1651,236573,230873,11170640.041
65,"Seguros, resseguros, previdência complementar e planos de saúde",Entidades sem fins lucrativos,718,25670,25206,1616819.147
65.1,Seguros de vida e não-vida,Total,788,49408,48289,3669120.962
65.1,Seguros de vida e não-vida,Administração pública,,,,
65.1,Seguros de vida e não-vida,Entidades empresariais,479,,,
65.1,Seguros de vida e não-vida,Entidades sem fins lucrativos,309,,,
65.2,Seguros-saúde,Total,9,,,
65.2,Seguros-saúde,Administração pública,,,,
65.2,Seguros-saúde,Entidades empresariais,9,,,
65.2,Seguros-saúde,Entidades sem fins lucrativos,,,,
65.3,Resseguros,Total,19,,,
65.3,Resseguros,Administração pública,,,,
65.3,Resseguros,Entidades empresariais,19,,,
65.3,Resseguros,Entidades sem fins lucrativos,,,,
65.4,Previdência complementar,Total,296,9730,9615,973355.536
65.4,Previdência complementar,Administração pública,1,,,
65.4,Previdência complementar,Entidades empresariais,14,,,
65.4,Previdência complementar,Entidades sem fins lucrativos,281,7853,7752,808582.364
65.5,Planos de saúde,Total,1262,197230,192319,7677285.417
65.5,Planos de saúde,Administração pública,4,,,
65.5,Planos de saúde,Entidades empresariais,1130,181662,176831,6882990.211
65.5,Planos de saúde,Entidades sem fins lucrativos,128,,,
66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",Total,47777,214260,138927,10187842.594
66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",Administração pública,3,,,
66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",Entidades empresariais,47697,213584,138325,10147784.017
66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",Entidades sem fins lucrativos,77,676,602,40058.577
66.1,Atividades auxiliares dos serviços financeiros,Total,9056,71129,58785,5365834.583
66.1,Atividades auxiliares dos serviços financeiros,Administração pública,,,,
66.1,Atividades auxiliares dos serviços financeiros,Entidades empresariais,9040,70917,58609,5343932.001
66.1,Atividades auxiliares dos serviços financeiros,Entidades sem fins lucrativos,16,212,176,21902.582
66.2,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde",Total,37187,134391,74534,3311950.675
66.2,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde",Administração pública,,,,
66.2,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde",Entidades empresariais,37145,134009,74188,3296280.745
66.2,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde",Entidades sem fins lucrativos,42,382,346,15669.93
66.3,Atividades de administração de fundos por contrato ou comissão,Total,1534,8740,5608,1510057.336
66.3,Atividades de administração de fundos por contrato ou comissão,Administração pública,3,,,
66.3,Atividades de administração de fundos por contrato ou comissão,Entidades empresariais,1512,8658,5528,1507571.271
66.3,Atividades de administração de fundos por contrato ou comissão,Entidades sem fins lucrativos,19,82,80,2486.065
L,Atividades imobiliárias,Total,131408,375084,161650,5125083.844
L,Atividades imobiliárias,Administração pública,1,,,
L,Atividades imobiliárias,Entidades empresariais,131126,372070,158826,5034606.462
L,Atividades imobiliárias,Entidades sem fins lucrativos,281,,,
68,Atividades imobiliárias,Total,131408,375084,161650,5125083.844
68,Atividades imobiliárias,Administração pública,1,,,
68,Atividades imobiliárias,Entidades empresariais,131126,372070,158826,5034606.462
68,Atividades imobiliárias,Entidades sem fins lucrativos,281,,,
68.1,Atividades imobiliárias de imóveis próprios,Total,78960,186802,51221,2038330.939
68.1,Atividades imobiliárias de imóveis próprios,Administração pública,1,,,
68.1,Atividades imobiliárias de imóveis próprios,Entidades empresariais,78929,186273,50704,2022798.301
68.1,Atividades imobiliárias de imóveis próprios,Entidades sem fins lucrativos,30,,,
68.2,Atividades imobiliárias por contrato ou comissão,Total,52448,188282,110429,3086752.905
68.2,Atividades imobiliárias por contrato ou comissão,Administração pública,,,,
68.2,Atividades imobiliárias por contrato ou comissão,Entidades empresariais,52197,185797,108122,3011808.161
68.2,Atividades imobiliárias por contrato ou comissão,Entidades sem fins lucrativos,251,2485,2307,74944.744
M,"Atividades profissionais, científicas e técnicas",Total,384040,1603085,1048463,44355370.662
M,"Atividades profissionais, científicas e técnicas",Administração pública,30,10748,10748,1317174.937
M,"Atividades profissionais, científicas e técnicas",Entidades empresariais,377596,1546818,996368,40077738.84
M,"Atividades profissionais, científicas e técnicas",Entidades sem fins lucrativos,6414,45519,41347,2960456.885
69,"Atividades jurídicas, de contabilidade e de auditoria",Total,135455,596510,394878,12574578.614
69,"Atividades jurídicas, de contabilidade e de auditoria",Administração pública,,,,
69,"Atividades jurídicas, de contabilidade e de auditoria",Entidades empresariais,130224,582558,384272,12131568.452
69,"Atividades jurídicas, de contabilidade e de auditoria",Entidades sem fins lucrativos,5231,13952,10606,443010.162
69.1,Atividades jurídicas,Total,64780,200174,101341,3910483.69
69.1,Atividades jurídicas,Administração pública,,,,
69.1,Atividades jurídicas,Entidades empresariais,59560,186320,90824,3471956.053
69.1,Atividades jurídicas,Entidades sem fins lucrativos,5220,13854,10517,438527.637
69.2,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",Total,70675,396336,293537,8664094.924
69.2,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",Administração pública,,,,
69.2,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",Entidades empresariais,70664,396238,293448,8659612.399
69.2,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",Entidades sem fins lucrativos,11,98,89,4482.525
70,Atividades de sedes de empresas e de consultoria em gestão empresarial,Total,56379,182354,99880,6034830.625
70,Atividades de sedes de empresas e de consultoria em gestão empresarial,Administração pública,1,,,
70,Atividades de sedes de empresas e de consultoria em gestão empresarial,Entidades empresariais,56227,174857,92480,5208031.275
70,Atividades de sedes de empresas e de consultoria em gestão empresarial,Entidades sem fins lucrativos,151,,,
70.1,Sedes de empresas e unidades administrativas locais,Total,,,,
70.1,Sedes de empresas e unidades administrativas locais,Administração pública,,,,
70.1,Sedes de empresas e unidades administrativas locais,Entidades empresariais,,,,
70.1,Sedes de empresas e unidades administrativas locais,Entidades sem fins lucrativos,,,,
70.2,Atividades de consultoria em gestão empresarial,Total,56379,182354,99880,6034830.625
70.2,Atividades de consultoria em gestão empresarial,Administração pública,1,,,
70.2,Atividades de consultoria em gestão empresarial,Entidades empresariais,56227,174857,92480,5208031.275
70.2,Atividades de consultoria em gestão empresarial,Entidades sem fins lucrativos,151,,,
71,Serviços de arquitetura e engenharia; testes e análises técnicas,Total,84920,379249,253855,10040335.385
71,Serviços de arquitetura e engenharia; testes e análises técnicas,Administração pública,7,520,520,38025.839
71,Serviços de arquitetura e engenharia; testes e análises técnicas,Entidades empresariais,84775,376857,251544,9908451.956
71,Serviços de arquitetura e engenharia; testes e análises técnicas,Entidades sem fins lucrativos,138,1872,1791,93857.59
71.1,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Total,81910,337130,216230,8611037.288
71.1,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Administração pública,5,,,
71.1,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Entidades empresariais,81791,335858,215015,8549857.884
71.1,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Entidades sem fins lucrativos,114,,,
71.2,Testes e análises técnicas,Total,3010,42119,37625,1429298.097
71.2,Testes e análises técnicas,Administração pública,2,,,
71.2,Testes e análises técnicas,Entidades empresariais,2984,40999,36529,1358594.072
71.2,Testes e análises técnicas,Entidades sem fins lucrativos,24,,,
72,Pesquisa e desenvolvimento científico,Total,2327,44938,41696,5440558.714
72,Pesquisa e desenvolvimento científico,Administração pública,8,5473,5473,928267.131
72,Pesquisa e desenvolvimento científico,Entidades empresariais,1820,25154,22271,3373735.034
72,Pesquisa e desenvolvimento científico,Entidades sem fins lucrativos,499,14311,13952,1138556.549
72.1,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Total,1667,41620,39238,5304709.106
72.1,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Administração pública,8,5473,5473,928267.131
72.1,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Entidades empresariais,1351,24092,21938,3361500.794
72.1,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Entidades sem fins lucrativos,308,12055,11827,1014941.181
72.2,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Total,660,3318,2458,135849.608
72.2,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Administração pública,,,,
72.2,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Entidades empresariais,469,1062,333,12234.24
72.2,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Entidades sem fins lucrativos,191,2256,2125,123615.368
73,Publicidade e pesquisa de mercado,Total,48909,184624,120722,4557052.543
73,Publicidade e pesquisa de mercado,Administração pública,1,,,
73,Publicidade e pesquisa de mercado,Entidades empresariais,48823,183722,119865,4524430.994
73,Publicidade e pesquisa de mercado,Entidades sem fins lucrativos,85,,,
73.1,Publicidade,Total,47413,174578,112749,4018385.335
73.1,Publicidade,Administração pública,,,,
73.1,Publicidade,Entidades empresariais,47360,174067,112270,3999164.449
73.1,Publicidade,Entidades sem fins lucrativos,53,511,479,19220.886
73.2,Pesquisas de mercado e de opinião pública,Total,1496,10046,7973,538667.208
73.2,Pesquisas de mercado e de opinião pública,Administração pública,1,,,
73.2,Pesquisas de mercado e de opinião pública,Entidades empresariais,1463,9655,7595,525266.545
73.2,Pesquisas de mercado e de opinião pública,Entidades sem fins lucrativos,32,,,
74,"Outras atividades profissionais, científicas e técnicas",Total,46472,184009,119511,5339279.403
74,"Outras atividades profissionais, científicas e técnicas",Administração pública,12,4659,4659,348396.766
74,"Outras atividades profissionais, científicas e técnicas",Entidades empresariais,46175,172369,108094,4565463.039
74,"Outras atividades profissionais, científicas e técnicas",Entidades sem fins lucrativos,285,6981,6758,425419.598
74.1,Design e decoração de interiores,Total,4445,9036,3162,110766.917
74.1,Design e decoração de interiores,Administração pública,,,,
74.1,Design e decoração de interiores,Entidades empresariais,4444,,,
74.1,Design e decoração de interiores,Entidades sem fins lucrativos,1,,,
74.2,Atividades fotográficas e similares,Total,7299,24532,14749,320397.269
74.2,Atividades fotográficas e similares,Administração pública,,,,
74.2,Atividades fotográficas e similares,Entidades empresariais,7297,,,
74.2,Atividades fotográficas e similares,Entidades sem fins lucrativos,2,,,
74.9,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",Total,34728,150441,101600,4908115.217
74.9,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",Administração pública,12,4659,4659,348396.766
74.9,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",Entidades empresariais,34434,138803,90183,4134298.853
74.9,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",Entidades sem fins lucrativos,282,6979,6758,425419.598
75,Atividades veterinárias,Total,9578,31401,17921,368735.378
75,Atividades veterinárias,Administração pública,1,,,
75,Atividades veterinárias,Entidades empresariais,9552,31301,17842,366058.09
75,Atividades veterinárias,Entidades sem fins lucrativos,25,,,
75.0,Atividades veterinárias,Total,9578,31401,17921,368735.378
75.0,Atividades veterinárias,Administração pública,1,,,
75.0,Atividades veterinárias,Entidades empresariais,9552,31301,17842,366058.09
75.0,Atividades veterinárias,Entidades sem fins lucrativos,25,,,
N,Atividades administrativas e serviços complementares,Total,514749,5067112,4488335,104845780.583
N,Atividades administrativas e serviços complementares,Administração pública,12,1019,1019,46522.053
N,Atividades administrativas e serviços complementares,Entidades empresariais,319357,4310975,3880413,87945311.62
N,Atividades administrativas e serviços complementares,Entidades sem fins lucrativos,195380,755118,606903,16853946.91
77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,Total,45305,299963,237493,7652992.973
77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,Administração pública,,,,
77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,Entidades empresariais,45282,299938,237479,7652694.391
77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,Entidades sem fins lucrativos,23,25,14,298.582
77.1,Locação de meios de transporte sem condutor,Total,11870,82880,66734,2185182.421
77.1,Locação de meios de transporte sem condutor,Administração pública,,,,
77.1,Locação de meios de transporte sem condutor,Entidades empresariais,11868,,,
77.1,Locação de meios de transporte sem condutor,Entidades sem fins lucrativos,2,,,
77.2,Aluguel de objetos pessoais e domésticos,Total,7614,39947,29820,614845.165
77.2,Aluguel de objetos pessoais e domésticos,Administração pública,,,,
77.2,Aluguel de objetos pessoais e domésticos,Entidades empresariais,7614,39947,29820,614845.165
77.2,Aluguel de objetos pessoais e domésticos,Entidades sem fins lucrativos,,,,
77.3,Aluguel de máquinas e equipamentos sem operador,Total,22497,161523,130085,4118814.79
77.3,Aluguel de máquinas e equipamentos sem operador,Administração pública,,,,
77.3,Aluguel de máquinas e equipamentos sem operador,Entidades empresariais,22477,,,
77.3,Aluguel de máquinas e equipamentos sem operador,Entidades sem fins lucrativos,20,,,
77.4,Gestão de ativos intangíveis não-financeiros,Total,3324,15613,10854,734150.597
77.4,Gestão de ativos intangíveis não-financeiros,Administração pública,,,,
77.4,Gestão de ativos intangíveis não-financeiros,Entidades empresariais,3323,,,
77.4,Gestão de ativos intangíveis não-financeiros,Entidades sem fins lucrativos,1,,,
78,"Seleção, agenciamento e locação de mão-de-obra",Total,6485,689886,681412,13909787.212
78,"Seleção, agenciamento e locação de mão-de-obra",Administração pública,,,,
78,"Seleção, agenciamento e locação de mão-de-obra",Entidades empresariais,6423,658331,649914,12778439.108
78,"Seleção, agenciamento e locação de mão-de-obra",Entidades sem fins lucrativos,62,31555,31498,1131348.104
78.1,Seleção e agenciamento de mão-de-obra,Total,2422,104389,101112,2254320.389
78.1,Seleção e agenciamento de mão-de-obra,Administração pública,,,,
78.1,Seleção e agenciamento de mão-de-obra,Entidades empresariais,2403,100761,97502,2180628.646
78.1,Seleção e agenciamento de mão-de-obra,Entidades sem fins lucrativos,19,3628,3610,73691.743
78.2,Locação de mão-de-obra temporária,Total,3102,432072,428087,8044813.184
78.2,Locação de mão-de-obra temporária,Administração pública,,,,
78.2,Locação de mão-de-obra temporária,Entidades empresariais,3095,421656,417676,7905271.894
78.2,Locação de mão-de-obra temporária,Entidades sem fins lucrativos,7,10416,10411,139541.29
78.3,Fornecimento e gestão de recursos humanos para terceiros,Total,961,153425,152213,3610653.639
78.3,Fornecimento e gestão de recursos humanos para terceiros,Administração pública,,,,
78.3,Fornecimento e gestão de recursos humanos para terceiros,Entidades empresariais,925,135914,134736,2692538.568
78.3,Fornecimento e gestão de recursos humanos para terceiros,Entidades sem fins lucrativos,36,17511,17477,918115.071
79,"Agências de viagens, operadores turísticos e serviços de reservas",Total,19969,99528,69793,2714612.31
79,"Agências de viagens, operadores turísticos e serviços de reservas",Administração pública,3,23,23,547.317
79,"Agências de viagens, operadores turísticos e serviços de reservas",Entidades empresariais,19934,99451,69741,2711897.035
79,"Agências de viagens, operadores turísticos e serviços de reservas",Entidades sem fins lucrativos,32,54,29,2167.958
79.1,Agências de viagens e operadores turísticos,Total,18431,91557,63943,2449028.714
79.1,Agências de viagens e operadores turísticos,Administração pública,,,,
79.1,Agências de viagens e operadores turísticos,Entidades empresariais,18421,91547,63940,2448889.996
79.1,Agências de viagens e operadores turísticos,Entidades sem fins lucrativos,10,10,3,138.718
79.9,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Total,1538,7971,5850,265583.596
79.9,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Administração pública,3,23,23,547.317
79.9,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Entidades empresariais,1513,7904,5801,263007.039
79.9,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Entidades sem fins lucrativos,22,44,26,2029.24
80,"Atividades de vigilância, segurança e investigação",Total,11147,665133,651054,18084071.81
80,"Atividades de vigilância, segurança e investigação",Administração pública,1,,,
80,"Atividades de vigilância, segurança e investigação",Entidades empresariais,11132,665090,651017,18083405.393
80,"Atividades de vigilância, segurança e investigação",Entidades sem fins lucrativos,14,,,
80.1,"Atividades de vigilância, segurança privada e transporte de valores",Total,5379,578246,571708,16137833.936
80.1,"Atividades de vigilância, segurança privada e transporte de valores",Administração pública,,,,
80.1,"Atividades de vigilância, segurança privada e transporte de valores",Entidades empresariais,5368,578203,571671,16137167.519
80.1,"Atividades de vigilância, segurança privada e transporte de valores",Entidades sem fins lucrativos,11,43,37,666.417
80.2,Atividades de monitoramento de sistemas de segurança,Total,5650,86546,79157,1941569.025
80.2,Atividades de monitoramento de sistemas de segurança,Administração pública,1,,,
80.2,Atividades de monitoramento de sistemas de segurança,Entidades empresariais,5647,,,
80.2,Atividades de monitoramento de sistemas de segurança,Entidades sem fins lucrativos,2,,,
80.3,Atividades de investigação particular,Total,118,341,189,4668.849
80.3,Atividades de investigação particular,Administração pública,,,,
80.3,Atividades de investigação particular,Entidades empresariais,117,,,
80.3,Atividades de investigação particular,Entidades sem fins lucrativos,1,,,
81,Serviços para edifícios e atividades paisagísticas,Total,225320,1858901,1672164,35446525.13
81,Serviços para edifícios e atividades paisagísticas,Administração pública,2,,,
81,Serviços para edifícios e atividades paisagísticas,Entidades empresariais,30962,1136877,1097911,19760910.701
81,Serviços para edifícios e atividades paisagísticas,Entidades sem fins lucrativos,194356,,,
81.1,Serviços combinados para apoio a edifícios,Total,204220,972262,812507,19878402.114
81.1,Serviços combinados para apoio a edifícios,Administração pública,,,,
81.1,Serviços combinados para apoio a edifícios,Entidades empresariais,9869,251135,239137,4234828.074
81.1,Serviços combinados para apoio a edifícios,Entidades sem fins lucrativos,194351,721127,573370,15643574.04
81.2,Atividades de limpeza,Total,16491,851906,830701,14984439.655
81.2,Atividades de limpeza,Administração pública,1,,,
81.2,Atividades de limpeza,Entidades empresariais,16488,851620,830425,14978770.131
81.2,Atividades de limpeza,Entidades sem fins lucrativos,2,,,
81.3,Atividades paisagísticas,Total,4609,34733,28956,583683.361
81.3,Atividades paisagísticas,Administração pública,1,,,
81.3,Atividades paisagísticas,Entidades empresariais,4605,34122,28349,547312.496
81.3,Atividades paisagísticas,Entidades sem fins lucrativos,3,,,
82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",Total,206523,1453701,1176419,27037791.148
82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",Administração pública,6,126,126,4051.627
82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",Entidades empresariais,205624,1451288,1174351,26957964.992
82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",Entidades sem fins lucrativos,893,2287,1942,75774.529
82.1,Serviços de escritório e apoio administrativo,Total,115175,477594,330827,7575863.507
82.1,Serviços de escritório e apoio administrativo,Administração pública,,,,
82.1,Serviços de escritório e apoio administrativo,Entidades empresariais,115146,477354,330607,7565242.539
82.1,Serviços de escritório e apoio administrativo,Entidades sem fins lucrativos,29,240,220,10620.968
82.2,Atividades de teleatendimento,Total,2544,433698,430538,7869010.129
82.2,Atividades de teleatendimento,Administração pública,,,,
82.2,Atividades de teleatendimento,Entidades empresariais,2539,433432,430272,7859254.709
82.2,Atividades de teleatendimento,Entidades sem fins lucrativos,5,266,266,9755.42
82.3,"Atividades de organização de eventos, exceto culturais e esportivos",Total,22440,80635,50715,1217179.138
82.3,"Atividades de organização de eventos, exceto culturais e esportivos",Administração pública,1,,,
82.3,"Atividades de organização de eventos, exceto culturais e esportivos",Entidades empresariais,22248,80238,50453,1207404.295
82.3,"Atividades de organização de eventos, exceto culturais e esportivos",Entidades sem fins lucrativos,191,,,
82.9,Outras atividades de serviços prestados principalmente às empresas,Total,66364,461774,364339,10375738.374
82.9,Outras atividades de serviços prestados principalmente às empresas,Administração pública,5,,,
82.9,Outras atividades de serviços prestados principalmente às empresas,Entidades empresariais,65691,460264,363019,10326063.449
82.9,Outras atividades de serviços prestados principalmente às empresas,Entidades sem fins lucrativos,668,,,
O,"Administração pública, defesa e seguridade social",Total,18942,7755929,7755682,454851565.95
O,"Administração pública, defesa e seguridade social",Administração pública,18645,7725779,7725777,452733059.166
O,"Administração pública, defesa e seguridade social",Entidades empresariais,203,29171,28973,2073582.117
O,"Administração pública, defesa e seguridade social",Entidades sem fins lucrativos,94,979,932,44924.667
84,"Administração pública, defesa e seguridade social",Total,18942,7755929,7755682,454851565.95
84,"Administração pública, defesa e seguridade social",Administração pública,18645,7725779,7725777,452733059.166
84,"Administração pública, defesa e seguridade social",Entidades empresariais,203,29171,28973,2073582.117
84,"Administração pública, defesa e seguridade social",Entidades sem fins lucrativos,94,979,932,44924.667
84.1,Administração do estado e da política econômica e social,Total,16594,6423880,6423677,317180582.424
84.1,Administração do estado e da política econômica e social,Administração pública,16339,6400298,6400296,315246203.871
84.1,Administração do estado e da política econômica e social,Entidades empresariais,187,23240,23067,1928684.104
84.1,Administração do estado e da política econômica e social,Entidades sem fins lucrativos,68,342,314,5694.449
84.2,Serviços coletivos prestados pela administração pública,Total,737,1271552,1271508,133098916.273
84.2,Serviços coletivos prestados pela administração pública,Administração pública,698,,,
84.2,Serviços coletivos prestados pela administração pública,Entidades empresariais,16,5931,5906,144898.013
84.2,Serviços coletivos prestados pela administração pública,Entidades sem fins lucrativos,23,,,
84.3,Seguridade social obrigatória,Total,1611,60497,60497,4572067.253
84.3,Seguridade social obrigatória,Administração pública,1608,,,
84.3,Seguridade social obrigatória,Entidades empresariais,,,,
84.3,Seguridade social obrigatória,Entidades sem fins lucrativos,3,,,
P,Educação,Total,190268,3450335,3241702,163224717.698
P,Educação,Administração pública,649,1415200,1415200,99766516.061
P,Educação,Entidades empresariais,115907,1265283,1085137,30125951.77
P,Educação,Entidades sem fins lucrativos,73712,769852,741365,33332249.867
85,Educação,Total,190268,3450335,3241702,163224717.698
85,Educação,Administração pública,649,1415200,1415200,99766516.061
85,Educação,Entidades empresariais,115907,1265283,1085137,30125951.77
85,Educação,Entidades sem fins lucrativos,73712,769852,741365,33332249.867
85.1,Educação infantil e ensino fundamental,Total,36863,912195,857513,28603265.762
85.1,Educação infantil e ensino fundamental,Administração pública,244,179708,179708,11039221.126
85.1,Educação infantil e ensino fundamental,Entidades empresariais,32173,555090,503226,11967228.321
85.1,Educação infantil e ensino fundamental,Entidades sem fins lucrativos,4446,177397,174579,5596816.315
85.2,Ensino médio,Total,2964,1002223,996662,46326542.249
